difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
easy,What is a WAN link?,A cable connecting two devices in the same room,A connection that links LANs across large geographic distances,A wireless connection inside a single building,The cable between a switch port and a NIC,B,A WAN link connects LANs — anything outside the local network boundary is treated as WAN.,wan link,connects lans; anything outside the local network is treated as wan,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 1/Week 1 Notes.md
easy,What does the shared internet model allow multiple internal devices to do?,Each device requires its own dedicated WAN circuit,Multiple internal devices share one router uplink to access the internet,Devices exchange internet routing tables with each other directly,All devices receive separate public IPs from the ISP,B,In a shared internet model one router uplink provides internet access to all devices on the internal LAN.,shared internet model,one router uplink can provide internet access to multiple internal devices,/home/citadel/Documents/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 1 Network Basics/Book 1 Chapter 1 - Network Basics.md
medium,Which topology style routes all traffic through a single central node to reach any other node?,Full mesh,Ring,Hub-and-spoke,Partial mesh,C,Hub-and-spoke centralizes all connections — branches link only to the hub with no direct spoke-to-spoke paths.,hub-and-spoke,centralized style of partial mesh,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 1/Week 1 Notes.md
medium,What distinguishes a partial mesh from a full mesh topology?,Partial mesh connects only two nodes; full mesh connects three or more,In partial mesh only some nodes have redundant paths while full mesh interconnects every node,Partial mesh uses only wireless links,Partial mesh requires a central hub for all traffic,B,Partial mesh gives selected nodes redundant paths for resilience but not every pair of nodes has a direct link.,partial mesh,some nodes have redundant paths; not all,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 1/Week 1 Notes.md
medium,What characterizes a mesh topology in general?,All devices share a single backbone cable,All devices form a closed loop,Multiple interconnections exist between nodes providing redundant paths,All devices connect to one central switch,C,Mesh topology creates multiple interconnections between nodes so data can travel via alternative paths if one link fails.,mesh topology,multiple interconnections between nodes,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 1/Week 1 Notes.md
medium,What type of WAN link uses a provider or carrier circuit for a committed short-distance connection between sites?,Internet VPN tunnel,Satellite broadband link,Provider/carrier dedicated circuit,Consumer DSL modem,C,Dedicated WAN links use carrier circuits that provide committed bandwidth — unlike shared internet connections.,dedicated wan connectivity,provider/carrier circuits are used for short-distance dedicated links,/home/citadel/Documents/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 1 Network Basics/Book 1 Chapter 1 - Network Basics.md
medium,What does a client-to-site VPN provide to a remote worker?,A fiber uplink directly to the office building,Encrypted access to internal network resources from a remote location over the internet,A public IP address routed directly to the remote laptop,Automatic DNS resolution for all internal hostnames,B,A client-to-site VPN creates an encrypted tunnel so remote users can securely reach internal resources.,client-to-site vpn,remote client access into internal network resources,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 1/Week 1 Notes.md
medium,What general term describes any signal disturbance that degrades communication quality on a network?,Encapsulation,Fragmentation,Interference/noise,Multiplexing,C,Interference or noise is any signal disturbance — electrical; radio; or environmental — that degrades network communication quality.,interference/noise,signal disturbance that degrades communication,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 1/Week 1 Notes.md
medium,What causes optical signal degradation in a fiber cable?,High voltage from adjacent copper cabling,Radio frequency emissions from nearby wireless access points,Optical medium quality declining due to physical bends; damage; or excessive distance,Switching loops in the connected Layer 2 network,C,Fiber degradation occurs when the optical signal weakens due to bends; excessive distance; or physical damage to the cable.,fiber degradation,optical medium quality can decline with distance/conditions,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 1/Week 1 Notes.md
medium,In network operations what does it mean when a device or link is described as down?,The device is physically rack-mounted but not yet configured,The device is connected and actively forwarding traffic,The link or device is non-operational due to failure; maintenance; or power loss,The device has an expired DHCP lease,C,Down means off; failed; or under maintenance — the device or link is not passing traffic.,up/down state,up means operational; down means off; failed; or under maintenance,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 1/Week 1 Notes.md
medium,What is the primary value that networking provides to an organization?,Eliminating the need for IP addressing schemes,Sharing internet access; files; resources; programs; and user communication channels,Reducing the physical count of servers in a data center,Preventing all unauthorized access to company systems,B,The core value of a network is enabling sharing — internet; files; printers; storage; applications; and communication.,network value model,sharing internet access; files; resources; programs; and user communication channels,/home/citadel/Documents/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 1 Network Basics/Book 1 Chapter 1 - Network Basics.md
medium,What does the shared resource model enable in a networked environment?,Each user has a private printer and personal storage with no sharing,Printers and storage are centralized and accessible by multiple users simultaneously,Resources are distributed to every device to eliminate a single point of failure,Only servers can access shared resources on behalf of clients,C,In the shared resource model centralized devices like printers and file servers serve many users at once.,shared resource model,printers and storage can be centralized and accessed by multiple users,/home/citadel/Documents/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 1 Network Basics/Book 1 Chapter 1 - Network Basics.md
medium,How does joining a shared network environment affect a user's endpoint independence?,Users gain complete control over all shared resources and can set their own policies,Users lose full endpoint independence as network policies; sharing; and admin controls govern behavior,Endpoints become completely isolated from one another by default,Users can bypass all security controls through the shared network,B,In shared environments network policies; centralized administration; and shared access all constrain what individual users can do independently.,network operations impact,users lose full endpoint independence in shared environments,/home/citadel/Documents/NETC-121/Notes List C - Personal Notes/Lecture Week 1/Week 1 Notes.md
easy,What does EMI stand for in the context of network cabling?,External Media Interface,Enhanced Modulation Index,Electromagnetic Interference,Ethernet Multiplexing Interface,C,EMI stands for Electromagnetic Interference — noise from motors; power lines; and other electrical sources that degrades signal quality on copper cabling. RFI is the related but separate term for radio-frequency noise specifically.,emi,electromagnetic noise affecting signal quality,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the primary function of a firewall in a network?,Assign IP addresses to hosts automatically,Connect wireless devices to the wired LAN,Forward frames between devices using their MAC addresses,Filter network traffic based on policy rules allowing or blocking connections,D,A firewall enforces access policy — it allows or blocks traffic by IP address; port; protocol; and connection state. DHCP assigns IPs; a WAP connects wireless devices; and a switch forwards frames by MAC.,security baseline,never expose endpoints directly to the internet without firewall protection,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does a WAP provide that a standard wired switch cannot?,Routing between different IP subnets,Wireless connectivity for devices that lack an Ethernet port,Firewall filtering for inbound internet traffic,DHCP address assignment for all connected clients,B,A WAP (Wireless Access Point) provides the radio interface that lets wireless clients join the network. A wired switch only serves devices connected via Ethernet cable.,core network components,nic; twisted-pair cable; switch; wap; router; and firewall,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which component physically interfaces a computing device to its network medium?,Router,Default gateway,Firewall,NIC (Network Interface Card),D,The NIC is the hardware that physically connects a device to the network medium — wired or wireless. Without a NIC the device cannot send or receive network frames at all.,core network components,nic; twisted-pair cable; switch; wap; router; and firewall,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does it indicate when a network interface is reported as up?,The interface has been assigned a public IP address,The interface is operational and capable of passing traffic,The interface is receiving a firmware update,The interface is configured for half-duplex mode only,B,An up state means the interface is active and operational. Down means it is off; failed; or administratively shut down — not that it is configured or has a particular IP type.,up/down state,up means operational; down means off; failed; or under maintenance,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does MAN stand for in the network-size classification system?,Managed Access Node,Multi-Area Network,Metropolitan Area Network,Mobile Access Node,C,MAN stands for Metropolitan Area Network — it spans a city or metro area; larger than a single-building LAN but smaller than a cross-country WAN.,network-size taxonomy,lan (local); man (metro/city); wan (large geographic span),/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,In a hub-and-spoke WAN design what is the operational role of the hub site?,It is one equal branch office among many in the design,It acts as the central node through which all spoke-to-spoke traffic must pass,It distributes wireless signals to all remote spoke sites,It serves as the backup site that activates only on failure,B,The hub is the central routing point — all branch traffic including communication between two branches must route through the hub. Spokes do not connect directly to each other.,hub-and-spoke,centralized style of partial mesh,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What distinguishes a remote resource from a local resource in networking?,Remote resources are always encrypted while local ones are not,A remote resource resides on another networked system while a local resource is stored on your own device,Remote resources require a dedicated WAN link to access,Local resources are only accessible when the device is offline,B,A local resource is on your own device — its hard drive or memory. A remote resource lives on another system and is accessed over the network. The distinction is about where the data physically resides.,local vs remote resource,local is on your device; remote resides on another networked system,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,Which four functions does a wireless router combine into a single composite device?,Router; DHCP server; DNS server; and firewall,Router; firewall; WAP; and switch,Router; switch; DNS server; and WAP,Firewall; hub; WAP; and DHCP server,B,A wireless router integrates a router (inter-network forwarding); firewall (traffic filtering); WAP (wireless access); and switch (wired LAN ports). Confusing it with a standalone router misses the other three roles.,wireless router composition,common small-network device combining router; firewall; wap; and switch ports,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does the network value model identify as the core reason organizations build networks?,Eliminating the need for IP addressing across the enterprise,Reducing the physical count of servers in the data center,Enabling sharing of internet access; files; resources; programs; and communication,Providing guaranteed quality of service to all endpoints,C,The network value model describes why networks exist: shared internet access; shared files and storage; shared printers and resources; shared programs; and shared communication channels all multiply the utility of the infrastructure.,network value model,sharing internet access; files; resources; programs; and user communication channels,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What does the dedicated-server model mean?,Each user owns a personal server for private file storage,A server whose primary task is providing network services to other devices,Any workstation that temporarily shares a folder to the network,A server that handles only one type of traffic such as DNS,B,A dedicated server's sole focus is serving the network — it does not run user workloads. This contrasts with peer-to-peer where a workstation doubles as a server alongside user tasks.,dedicated-server model,server is optimized for network services as its primary task,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
easy,What is the security baseline rule regarding endpoints and direct internet exposure?,Endpoints can be exposed to the internet if they run antivirus software,Endpoints are safe on the internet as long as they have a private IP address,Endpoints must never be directly exposed to the internet without firewall protection,Endpoints only need protection when they store sensitive data,C,The security baseline requires a firewall between every endpoint and the internet. Direct exposure lets any internet source attempt connections — antivirus and private IPs are not substitutes for a firewall.,security baseline,never expose endpoints directly to the internet without firewall protection,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
